job_description,proposal
"We are seeking an experienced freelancer to optimize the performance of our WordPress website. The ideal candidate should have a strong understanding of website performance metrics and optimization techniques. Familiarity with WP Rocket and WP Bakery is a significant plus. The task includes analyzing the current performance, implementing necessary optimizations, and providing a report on improvements made. This is an hourly position, and we are looking for someone who can start immediately. We need someone that is also familiar with Google Lighthouse and PageSpeed Insights. US-based only","Hi Dan, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"Looking for someone who can help extract emails from a specified website directory. The ideal candidate should have experience with web scraping techniques and data extraction tools.","Hi, I’d be happy to help with this — I specialize in web scraping and email extraction using tools like Python, BeautifulSoup, and Selenium. I can quickly extract emails from your specified directory and deliver the data in a clean, structured format (CSV, Excel, etc.). Let’s schedule a quick call to confirm the target site and scope — I can even show you a sample before we begin. Thank you!"
"Our newly built wordpress website (built with Elementor Pro) has several plugins and is quite slow. We use Autooptimize, Cache Enabler, EWWW Image Optimizer, WP Optimize. Maybe this combination is not optimal. We need an expert to find the causes of the low performance and improve speed with standard tools and without customizing our wordpress. The website is handwerkersoftware-test.de","Hi, Your site is slow even with caching plugins? Let me analyze and fix the real bottlenecks – no risky custom code, just smart optimizations. Can you share the site link? Plan: Test if AutoOptimize/Cache Enabler/EWWW/WP Optimize are working together or fighting Identify redundant features causing overhead Server-level caching tweaks (no plugin changes needed) Critical CSS generation + deferred JS Image optimization audit (EWWW settings fine-tuning) Database cleanup (expired transients, spam comments) Proper cache preloading setup CDN configuration if not active Why This Works 🔹 100+ Sites Optimized – Recent example: https://www.palette22.com/ https://origin846.com/ https://moxielawgroup.com/ Reduced TTFB from 2.1s → 0.4s on similar Elementor site Plugin Whisperer – Know exactly which settings trigger conflicts No Custom Code – Only use trusted plugins + server settings Flat-Rate Package -$500 includes: -Full performance audit report -3 rounds of optimizations -Before/after Lighthouse comparisons -15-day follow-up check Timeline: 3-5 business days (My working hours are 9am-5pm EST) Mon-Fri Next Step Grant temporary admin access You approve before I start Best, Muhammad Bilal P.S. First optimization is reversible – if no improvement, pay nothing."
"Hello, we are a digital marketing agency that specializes in lead generation for addiction treatment centers. We are looking to create a list of contacts (approximately 10,000) for a cold email campaign. The criteria for the list would be anywhere from 1-100 employees and we would want the full name and email of the facility owner or marketing directors (CEO, President, Owner, Founder, Co founder, Co owner, CMO, Marketing Director) as well as the companies website. We would want the list created and sent to us in a csv file ready to upload into Instantly (cold email sending tool). Final note, there are many online directories where you can find a list of facilities, we will advise once we've hired you for the project.","Hi, This sounds like a great fit — I’ve built large-scale lead lists like this before using Scrapy, Selenium, and API-based scraping pipelines, all optimized for accuracy and deliverability. Here’s how I’d approach it: Source Identification: Use online directories and niche platforms to identify addiction treatment centers that match your criteria (1–100 employees). Targeted Contact Extraction: Extract verified decision-maker contacts (Owner, CMO, Founder, Marketing Director, etc.) with full name, email, role, and website. Data Cleaning & Enrichment: Clean the list, remove duplicates, and validate email formats to ensure high inbox rates. Final Delivery: Provide a ready-to-upload CSV file with all required fields for Instantly. I can also use LinkedIn data, Hunter.io, and NeverBounce if needed to further enrich and verify contacts. Let’s get on a quick call to confirm target personas and preferred directories so we can hit the ground running. Thank you!"
"We are seeking a skilled individual or agency to rebuild our existing website built with Craft CMS 5, currently developed by another agency. Our goal is to create a flexible and scalable website that better meets our business needs and user expectations for an early-stage, hard tech start-up. The ideal candidate will have experience in Craft CMS 5, website development, responsive design, graphic design, and content management systems. If you are passionate about creating user-friendly websites and can work collaboratively to meet our vision, we would love to hear from you","Hi, I took a look at your current website — it has a strong foundation, but I can definitely see the opportunity to rebuild it into a more scalable, flexible, and user-focused platform that reflects your brand’s strengths and future goals. Here’s how I’d approach the project: Modern, Responsive Redesign: A clean, professional layout that performs flawlessly across all devices. CMS Integration: WordPress, Webflow, or a headless CMS (depending on your needs) for easy content updates and future scalability. Performance & SEO: Optimized for speed, accessibility, and search engine visibility. Collaborative Workflow: I’ll work closely with your team to align design, structure, and messaging with your vision. I’ve rebuilt and scaled sites for tech companies, manufacturers, and B2B brands — always with a focus on usability and long-term maintainability. Would love to chat more about your vision, challenges with the current setup, and how we can elevate the site together. Thank you!"
"Hello, We are looking for a web developer to begin ASAP to help create our site in Elementor Pro. We are an education company selling a course in modern RP accents for Russian speakers. Parts - 1 desktop version of a single page site - 1 mobile version of the same site, slightly different to above -1 pop-up which directs customer to version of checkout site Checkout will be designed later in FunnelKit, not relevant now. Currently, we have the designs in Canva, we are looking for someone who has a good eye for design and can optimise what we already have and add micro-animations, create consistency in the design (rounding, padding, etc). Link to desktop: https://www.canva.com/design/DAGkDbXG4w8/k32LCtu2oLm9mqqCvrOjPg/edit?utm_content=DAGkDbXG4w8&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton Link to mobile: https://www.canva.com/design/DAGkVtmyjZM/Cb1zIzvjPjK8y4VivWzAsg/edit?utm_content=DAGkVtmyjZM&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton Please apply if you are interested in this project.","Hi, I noticed your previous job post with the attached PDF – let’s bring your Canva designs to life in Elementor Pro with pixel-perfect precision and micro-animations( I've lifetime Elementor pro) What I’ll Deliver -Desktop-to-Mobile Conversion Build both versions from your Canva files (linked above) in Elementor Pro. Ensure design consistency (padding, rounding, typography). -Optimized UI/UX Add micro-animations (hover effects, scroll-triggered transitions). Mobile-specific tweaks for seamless responsiveness. -Checkout-Ready Popup Design a high-converting popup (with exit intent) linked to your future FunnelKit checkout. Why Me? 50+ Elementor Sites built Design-to-Code Expert: Specialize in translating Canva/Figma to functional sites. Next Step: Share edit access to your Canva files, and I’ll start today. Best, Bilal P.S. Free bonus: I’ll optimize your site’s speed score to 90+ before launch."
"Hi there! I’m looking to hire an AI/LLM expert to help build a private, organization-specific GPT assistant for our medical team. I run a health-focused startup, and we’re building an internal tool for our doctors to use when replying to emails from patients. We have a collection of: YouTube videos (we’ll provide URLs) .mbox email history .txt documents and clinical notes 🧠 What we need: We’d like your help turning this content into a secure, private GPT assistant powered by a Retrieval-Augmented Generation (RAG) pipeline. The tool should be able to pull relevant information from our knowledge base and help our doctors draft personalized, accurate, and helpful responses to patient emails. 📦 Deliverables: Data ingestion pipeline (YouTube transcripts, .mbox parsing, .txt processing) Embedding + vector database setup (Pinecone, FAISS, etc.) RAG-based chatbot or assistant using OpenAI or open-source LLMs Private and secure deployment (cloud or local) Optional: lightweight web UI or email reply assistant","Hi Ben, I was going through your history with other freelancers and I found Thomas. I felt that, when you said ""Oh sorry I can't help you anymore"" part. It's really difficult out there to find a right guy. Say no more, Want your doctors to reply to patient emails faster and smarter? Let’s build assistant that pulls insights from your data—no compromises on privacy. Why Me? Built MedQuery GPT (RAG tool for a hospital chain, reduced response time by 60%). Expertise in HIPAA-compliant AI (AWS Certified, HITRUST training). Focus on zero data leaks: All processing stays within your environment. Timeline & Pricing Let's talk about this in chat. Next Step Share a sample .mbox file and clinical note for a free pipeline demo. Best, Bilal"
"I’m looking for a Stripe and Make.com specialist to help me set up the following workflow: We want to collect a client's payment details upfront but NOT charge them right away. Instead, the goal is to securely save their payment method so that we can charge them later— only if we decide we’re a good fit after a call. From my research, it seems Stripe’s Setup Intents (https://docs.stripe.com/payments/setup-intents) might be the right solution. But I’m open to your expertise and suggestions on the best way to implement this, especially within Make.com. What we need: A way to collect and securely store a payment method (e.g., via Stripe Checkout or Elements or any form on our Elementor website) The ability to manually trigger a subscription payment later on Stripe dashboard if we proceed with the client. API calls through Make.com modules (though I'm open to alternative approaches).","Hi Paulius, Do you mind if I ask how do you pronounce your name? It sure is a unique name. Well never mind, Want to collect payments only after vetting clients? Let’s build it. My Approach Use Stripe’s Setup Intents to securely collect and store payment methods without immediate charges. Elementor Integration: Embed a Stripe Elements form on your Elementor site to capture card details. Trigger a Setup Intent via Make.com when a client submits the form. Save the payment method to Stripe’s Customer object for future use. Charge later via Stripe Dashboard or automate approval via Make.com (e.g., after a CRM flag or manual input). Why Me? Built 10+ Stripe-Make.com workflows (e.g., deferred subscriptions, one-click upsells). Expertise in PCI-compliant payment handling and Elementor integrations. Focus on security: All card data stays within Stripe; no sensitive info stored on your server. Availability: 9am-5pm EST Mon--Fri. Ready to start ASAP. Best Regards, Bilal. P.S. Happy to demo a similar workflow I built for a coaching client. Let’s connect!"
"We are seeking a talented web developer to build a user-friendly and visually appealing website from scratch. The ideal candidate will have experience in designing responsive sites that cater to varied audiences and needs. You will be responsible for creating the layout, ensuring the website is optimized for performance and SEO, and integrating any necessary features. If you have a strong portfolio demonstrating your web development skills, we would love to hear from you","Hi, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"Looking for a reliable WordPress expert to provide ongoing maintenance and support for our website built with Elementor Pro and WooCommerce (integrated with Printful). Responsibilities include regular updates, performance optimization, troubleshooting, plugin management, and ensuring smooth store functionality. Additionally, support may include graphic design tasks such as creating mockups, banners, and other visuals needed for the website and product listings. The ideal candidate should have experience with Elementor Pro, WooCommerce, Printful integration, WordPress maintenance, and basic graphic design skills.","Hi, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"We are seeking an experienced developer to transform our Figma-designed brochure website into a fully functional WordPress site. The ideal candidate should have a strong understanding of WordPress themes, plugins, and responsive design principles. You will be responsible for coding the website according to our specifications, ensuring it matches the Figma design precisely. If you have a passion for creating stunning web experiences and can deliver high-quality work on time, we would love to hear from you. Note: Please send your quote with lead time for this project once you have reviewed the figma file below. Figma file link: https://www.figma.com/proto/WwqJjREXuTaqzWGBc5e6zX/Royal-Oasis?page-id=105%3A2&node-id=394-2013&viewport=192%2C727%2C0.26&t=sP4LfVoOF92waAA1-1&scaling=min-zoom&content-scaling=fixed&starting-point-node-id=169%3A1964","Hi, I’ll convert your Figma design to a responsive WordPress site( I've reviewed those pages Clean code, SEO-ready, mobile-optimized. that is something that I can guarantee. Time: 5-7 days after approval. My working hours are 9am-5pm EST Mon-Fri Quote: $800 (fixed, based on Figma review). but negotiable. Next Step: Share access, and I’ll start today. Best, Bilal"
"Petite PWR is a membership site for fitness and nutrition with thousands of petite women learning to be more powerful in their petite frame. Our team of experienced petite fitness and nutrition coaches work with our members to provide support through our signature program, petite pwr premium, as well as other ongoing training programs. We are seeking an experienced WordPress developer to update and maintain our membership site (go.petitepwr.com) and our marketing site (petite pwr.com) utilizing LearnDash, BuddyBoss, RCP, WooCommerce, Stripe, afterpay/klarna integrations, and SiteGround. The ideal candidate will be skilled in plugin integration and have a strong understanding of membership site functionalities. Our current needs include: maintaining a healthy site code report working with staging site to fix site bugs troubleshooting tech issues with member access maintaining healthy member accounts/memberships in woocommerce You should be available during US business hours for effective communication and collaboration. If you have a passion for building engaging online learning communities, we would love to hear from you!","Hi, I’m a US-based WordPress developer with 6+ years of full-stack experience, specializing in LearnDash, BuddyBoss, and WooCommerce integrations. I’ve built scalable membership sites with RCP and thrive on creating seamless learning communities. https://ourvirtualvillages.com https://fightcolorectalcancer.org I am available during US hours for smooth collaboration. Let’s connect to discuss how I can contribute to your projects. Best, Bilal"
"Seeking AI Expert to Help Deploy Cost-Effective Solutions for Operational Efficiency **Description:** We’re a forward-thinking organization looking to partner with a talented **AI expert or consultant** to help us strategically deploy AI tools that reduce costs and improve efficiency across our operations. Our goal is to harness AI **in a practical, cost-effective manner**—not just for innovation’s sake, but to solve real business problems, streamline workflows, and ultimately drive better performance. **What we’re looking for:** - Deep understanding of AI tools and frameworks (OpenAI, LangChain, TensorFlow, etc.) - Experience deploying AI in real-world business environments - Strong grasp of automation, NLP, and data analysis tools - Ability to identify the _right_ tools for the job (cost-efficient, scalable, and practical) - Bonus: Experience with low-code/no-code AI platforms or integrating AI into existing systems (e.g. CRMs, ERPs, internal dashboards) **Your mission:** - Assess our current operations within specific jurisdictions and identify opportunities for AI implementation - Recommend and/or build AI-driven tools and automations tailored to our needs - Help us integrate solutions in a lean, budget-conscious way - Ensure long-term sustainability and ease-of-use for non-technical staff **Why work with us?** - We're open to new ideas and eager to innovate - You'll have a high level of autonomy and impact - Remote-friendly and flexible working hours","Hi, I can help assess your current operations and recommend tailored AI-driven tools that are both cost-effective and scalable. I've over 5 years of hands-on experience deploying AI setups such as OpenAI and TensorFlow in real business environments, I specialize in identifying the right automation and NLP tools to streamline workflows efficiently. Additionally, I have expertise in low-code/no-code platforms, ensuring easy integration with your existing systems. I’m dedicated to delivering practical solutions that ensure ease of use for your team while maintaining budgetary constraints. Let’s discuss how I can contribute to your goals. Best Regards, Bilal"
"We are seeking a skilled WordPress developer to set up a WPelementor theme on our hosting site. The task involves installing the theme, loading the demo data, and ensuring everything is operational. This is a great opportunity for someone with a strong understanding of WordPress and Elementor. If you have experience in theme setup and a keen eye for detail, we would love to hear from you","Hi Lamar, I’m a full-stack developer with 7+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"We are looking for an experienced web developer to build a high-performance, SEO-optimized, and user-friendly one-page website promoting personalized 1:1 AI & Data Science coaching. The goal is to create an engaging and intuitive site that highlights the benefits of tailored learning plans, hands-on projects, and career support while enabling users to seamlessly book a free consultation","Hi, I am a full-stack developer with 6+ years of experience specializing in high-performance websites. I reviewed your requirements for the AI & Data Science coaching website and believe I'm the perfect fit for this project. I got years of proven experience creating SEO-optimized, conversion-focused one-page websites that deliver results. I would be happy to assist you by developing sleek, fast-loading sites with HTML, CSS, JavaScript and PHP booking systems for consultations Not only this but I ensure cross browser/device responsiveness for best experience using any device. Some relevant projects I've completed: https://filo.org/filo2025/ https://courses.gardinercoaching.com/ Let's discuss how my approach can bring your coaching service to life online. Are you available for a quick call to explore this opportunity further? Best regards, Bilal"
"Looking for a AI develop who can use Open AI's Agent API do this solution, please see project detail in link below. https://docs.google.com/document/d/1rEWwmjxeLuiaygiQtLx9mR6ETqZ6vOpxPVF-TIEEHu0/edit?usp=sharing If you are interested, please provide me with a quote (fixed cost) and the development timeline. Thanks","Hi Greyson, I’ve thoroughly reviewed your project document and understand the details of automating your contract analysis and vendor selection process well. From what I understand from the doc, this would be the short scope and my approach: -Using OpenAI’s Agent API to extract and structure client spend data from PDFs, spreadsheets, and invoices. -Building AI agents to match spending with vendor contracts, considering pricing, admin fees, and performance history. -Setting up a system to flag missing pricing and automate vendor outreach for updates. -Developing a recommendation engine to suggest top vendors with clear ratings and reasoning. -Creating a secure, real-time sync from your local spreadsheet to a cloud mirror for AI access. With solid experience in AI development for business automation, I’m confident in delivering a practical solution. Please let me know if you’d like to discuss my quote and timeline further. I'm available to discuss this job over a call or zoom. I work 9 am-5:30 pm EST, Mon-Fri and respond proactively during these hours. Best regards, Bilal"
"We're looking for a web designer that can transition Figma designs into our Wordpress website. No graphic design experience is needed as designs are complete, but this requires knowledge in Wordpress so we can transition design into our website.","Hi Devin, I’m a full-stack developer with 9+ years of experience specializing in WordPress, Elementpr, Divi, and E-Commerce development across Shopify, WooCommerce, and BigCommerce. With a strong focus on UI/UX, I ensure that all designs—whether new or pre-existing—seamlessly match the asthetics and functionality of your site. My expertise in similar projects, combined with my technical skills, makes me a strong candidate for this role. Here are some of my recent projects: https://elcaminofinancial.com/ http://remoddo.com/ https://suitecrm.com/ https://mailrush.io/ Beyond development, I specialize in custom web solutions, plugin development, troubleshooting, performance optimization, SEO audits, and site maintenance. I ensure websites are fast, secure, and optimized for conversions. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Looking forward to the opportunity to collaborate. Best regards, Bilal."
"Description: I’m looking for an experienced WordPress developer with Elementor Pro expertise to transfer an Adobe design into an Elementor Pro-built website. Project Overview: Total Pages: 15 Currently Designed Pages (Ready to Transfer): 5 Remaining Pages (Still in Design Phase): 10 (Expected completion by next week) Start Date: ASAP – I’d like work to begin on the 5 completed pages now. Requirements: Pixel-perfect implementation of the Adobe design into Elementor Pro Ensure full responsiveness and cross-browser compatibility Clean, optimized, and SEO-friendly implementation Ability to handle potential CSS/HTML adjustments for better accuracy Ideal Candidate: Proven experience with Adobe to Elementor Pro conversions Strong understanding of WordPress, Elementor Pro, CSS, and mobile responsiveness Ability to work efficiently and deliver a high-quality replication of the design Good communication skills and availability for updates Next Steps: Please submit: ✅ Your portfolio showcasing similar Adobe to Elementor projects ✅ Your availability and estimated timeline for the 5 pages I’m looking for someone to start immediately on the 5 pages while we wait for the rest.","Hi Nigel, I hope you are having a good day. I want to show my interest in this opportunity. I understand the scope and deadline very well and the requirements are pretty clear for me. But I'd need to take a quick look at the design and pages. As for my experience, I'm a Full Stack Wordpress Developer with over 9+ years of experience in WordPress development, I specialize in Elementor and custom design. Some of the sites that I've worked on: https://kocha.dev/ https://jackkruse.com/ I'm available to discuss this job over a call or zoom. I work 9 am-5:30 pm EST, Mon-Fri and respond proactively during these hours. So let's connect and get started. Best, Muhammad Bilal"
"Project Overview We are developing a Seeker & Learning Platform that utilizes DeepSeek R1 to automate logistics operations, optimize freight management, and train AI models using real-time logistics data. We need an experienced AI/ML engineer & backend developer who can: Set up DeepSeek R1 locally on a high-performance AI terminal (2x RTX 4090s, high-end CPU) via a remote access login. Develop an AI-powered knowledge retrieval system that learns from logistics data, structured/unstructured sources, and API integrations Create an API-powered Seeker system that allows AI agents to pull information from various freight and logistics databases Optimize AI learning loops so the system continuously improves with new data inputs from ongoing freight operations This is a high-priority, foundational project that could lead to long-term work and potential collaboration on a scalable AI-powered SaaS for the transportation industry. Required Skills & Experience ✅ Experience fine-tuning & deploying LLMs (Large Language Models) such as DeepSeek R1, LLaMA, GPT-4, or similar models ✅ Expertise in Python (FastAPI, LangChain, Hugging Face, PyTorch, TensorFlow) ✅ Strong backend development skills (Django, FastAPI, Node.js, or Golang) ✅ Experience integrating APIs & automating logistics workflows ✅ Knowledge of retrieval-augmented generation (RAG) systems for AI-powered search ✅ Experience handling unstructured logistics data and converting it into AI-training datasets ✅ Familiarity with event-driven architectures for AI data pipelines Preferred Skills (Nice-to-Have but Not Required) Previous experience building AI-driven automation tools Experience with reinforcement learning & self-learning AI models Background in logistics, transportation, or supply chain AI development Cloud experience (AWS, Azure, GCP) for AI deployment & data storage Project Scope & Milestones 🛠 Phase 1: Setting Up DeepSeek R1 & AI Infrastructure Install & configure DeepSeek R1 on local high-performance hardware Train DeepSeek R1 on logistics-specific datasets & freight management data Set up a retrieval-augmented generation (RAG) pipeline for AI search functionality 🛠 Phase 2: Seeker System API Development Build an API-powered Seeker that allows AI to retrieve information from logistics platforms Implement data ingestion pipelines to continuously update AI knowledge Optimize search accuracy, latency, and API request handling 🛠 Phase 3: AI Learning & Automation Implement reinforcement learning mechanisms so the AI continuously improves Develop self-learning models that analyze logistics data patterns Automate freight tracking, load status updates, and dispatch insights Budget & Payment Structure 💲 Budget: Open to discussing fixed-rate milestones or hourly contracts ($50–$120/hr depending on experience) 💲 Payment Model: Fixed-price per milestone (preferred) Hourly rate with weekly deliverables 💲 Bonus Potential: Additional incentives available if the AI system significantly improves logistics automation. Application Instructions (Upwork-Compliant) To apply, please answer the following screening question in your proposal: 🚀 “Have you deployed a fine-tuned AI model for real-time automation or search? If so, describe the project, what AI model you used, and how you integrated it with external systems.” We will review applications and invite shortlisted candidates for a technical discussion. Final Notes This could evolve into a long-term role if the initial prototype is successful. We are looking for freelancers who can potentially transition into lead AI developers as the project scale","Hi Andrew, Thanks for the invitation and this project sounds like a perfect match for my skill set, and I’d love to get involved. From what I understand, the core challenge here is not just deploying DeepSeek R1, but building a self-learning AI system that continuously improves its knowledge of logistics data, optimizes freight management, and integrates seamlessly with external databases. How I Plan to Handle This Setting Up DeepSeek R1 – I’ll install and fine-tune it on the dual RTX 4090 setup, optimizing it for fast retrieval and remote access. Training it on logistics-specific data will be a priority to ensure relevant and accurate responses. Building the AI-Powered Seeker System – I’ll develop a FastAPI/Django-based API that connects with logistics platforms and continuously pulls real-time freight and operations data. The goal is to make AI retrieval fast, reliable, and adaptive to new data. Optimizing AI Learning & Automation – I’ll integrate reinforcement learning (RL) & RAG so the AI keeps improving as it processes more logistics data. I’ll also automate workflows like freight tracking, dispatch updates, and load status monitoring to reduce manual effort and improve efficiency. Why This is in My Wheelhouse I’ve fine-tuned and deployed LLMs like DeepSeek R1, GPT-4, and LLaMA for real-time automation before. I’m experienced in FastAPI, Django, Node.js, and building backend systems that integrate AI with structured & unstructured data. I understand logistics automation and have worked on projects involving AI-driven search, real-time tracking, and optimization workflows. Would love to hop on a quick call to go over the details and align on expectations. Looking forward to hearing your thoughts! Bests, Bilal"
I need someone who has an existing AI model or can quickly train or fine tune an AI model to pass gptzero.me. Please see the attached views.py file to see how this model should be plugged into my django app so that it will work when a user inputs any AI generated content. We need it to output 0% AI detection according to GPTzero.me,"Hi Cody, Thanks for the invitation. I saw the script. I actually did something similar to this in the past but the NDA was signed so I cannot share that right now. How about a quick chat or a call? I know you're looking for a quick turnaround. So let's connect and get started. Best, Bilal"
"We are looking for an AI Automation Specialist to develop and implement AI-driven automations for our financial asset management business. The ideal candidate will have experience with AI tools and a solid understanding of financial operations. Responsibilities include identifying automation opportunities, designing workflows, and integrating AI solutions to improve efficiency. If you're passionate about enhancing business processes with technology, we want to hear from you! We want to use Power Automate, OpenAi, Coplit, Outlook, Excel, Bloomberg Terminal, Motion We have subscriptions for all of these. We want to automate certain workflows and have a long-term relationship with someone in IT to help our business.","Hi, Could you clarify which specific workflows you aim to automate first? Identifying your priorities will streamline my approach to implementing AI-driven solutions. With my extensive experience in AI automation and financial operations, I’ve successfully implemented solutions using tools like Power Automate and OpenAI in similar settings. I can help optimize your workflows and enhance overall efficiency in your financial asset management processes. In my previous projects, I have developed AI assistants that automate scheduling, availability tracking, and workflow optimization. My expertise includes using tools like Make.com and N8N for seamless integrations. I am proficient in Python and JavaScript, which allows me to create custom scripts tailored to specific needs. I’m available for a call or Zoom discussion to go over your requirements. My working hours are 9 AM - 5:30 PM EST, Mon-Fri, and I respond proactively during these hours. Best regards, Bilal."
"I need a set of Python scripts that can pull data from CSV files, sort and organize that data based on a matrix of seasonal models (each season identified with a unique name that links back to specific dates in a seasonal matrix file), and perform calculations based on the data associated with individual seasons. With the exception of one binomial distribution calculation, all of the calculations required are basic algebra. I have provided example Microsoft Excel files that both illustrate the expected output of these scripts and include the calculations that the Python script will need to perform. This script will be the basis of an expanded suite of forecast scripts, so every part of the script must be clearly and extensively commented/documented and each function must be able to operate independently so that it can be used in other scripts. Virtually all of the forecast functions in the script are performed for each seasonal model specified in the configuration file. These functions should be created such that they can loop through any number of iterations. I believe this is a simple, straightforward project for an experienced Python developer. I'm looking for clean, efficient, well-documented and well-formatted code. I estimate the entire project should take no more than 10 hours. I have attached a detailed set of instructions and the example Excel files that illustrate exactly what is required. REVIEW THESE FILES BEFORE APPLYING! I will require a Zoom interview to discuss the project, where you will need to prove to me that you have reviewed the files and have a thorough understanding of the project objectives and the functions of the scripts. I am looking to fill this position immediately and complete the project no later than Friday, March 21, 2025. DO NOT SUBMIT an AI-GENERATED COVER LETTER. You will be immediately rejected. Your cover letter needs to indicate that you have ACTUALLY reviewed the files. Tell me something about what I'm trying to do with these files that isn't explicitly included in this job description","Hi, I have a strong background in Python development, particularly in handling CSV files, data manipulation, and creating well-documented, efficient code. In my previous projects, I have successfully developed scripts that pull data from CSV files, perform complex data manipulations, and execute various calculations. I am confident in my ability to create a script that meets your requirements, including sorting and organizing data based on a matrix of seasonal models and performing the necessary calculations. I understand the importance of clear and extensive commenting/documentation in code, especially for a project that will be the basis of an expanded suite of forecast scripts. I ensure that each function is well-documented and can operate independently, making it easy to integrate into other scripts. I have reviewed the detailed instructions and example Excel files you provided, and I am confident that I can deliver high-quality, well-formatted code within the estimated timeline. I am available for a Zoom interview at your earliest convenience to discuss the project in more detail and demonstrate my understanding of the project objectives and script functions. I look forward to the opportunity to work with you and contribute to the success of your project. Best, Bilal"
